key, value
517935, 3.75370575909931e-6
231988, -4.607992421646971e-6
1742469, -5.595945564003453e-6
238863, -9.280921851079896e-5
903853, 4.900427714709518e-6
156550, -2.3076206764154533e-6
110504, 0.0004195834783356431
154791, -2.252221850619484e-5
132855, -5.201208742816175e-6
3191, 0.0035798634648546573
229258, -0.00015857993889422365
620801, 8.974870680320787e-6
2446701, -5.187006277654249e-6
7849, -1.3074154691338624e-5
156573, -3.879660871172724e-6
48056, -2.0491166016676305e-5
32433, 0.0010114157575985482
635796, -1.2069620441817806e-5
15603, -8.185497564331398e-6
108709, 7.149963591163046e-5
5226, 5.2576676128083174e-5
227693, 0.00018485311915759117
2530976, -9.574883648492911e-6
28097, 5.450173860470881e-7
150489, -1.5415212445333014e-5
136716, -8.231899992177773e-6
136329, -9.687045934083747e-7
33772, -2.3986568282930062e-5
3833248, 9.480151224108305e-6
38183, -7.308500102182272e-5
25125, -2.7504828032821332e-5
57822, 7.846220938777279e-6
3659653, 5.301955919574851e-6
4755, -0.00036672048664150917
6889, -6.151397375745431e-5
635326, 6.6479791407147525e-6
518770, 3.6848708913102026e-5
182857, 1.2108378525621463e-6
54901, 0.00020644202473205336
15125, -0.002750065016783798
31052, -1.7813599966468752e-5
16947, -3.9105987524293026e-6
2546336, 9.621805989454638e-6
104318, 6.710603792495801e-6
759124, -8.02834966705154e-5
243765, -7.144327888218492e-6
217673, -4.8894259010834293e-8
973420, 2.447265401559666e-5
416063, -2.1979777015481085e-6
2809, -2.036383389537122e-5
52455, -1.0882602340393525e-6
184086, 1.2129189428666421e-5
1146, -0.0004402226368292629
202282, -2.1220722661276906e-5
9208, -0.0016059680959112745
12828, 8.320145437931009e-5
876391, -2.6343882713361368e-5
55076, -4.169051211879105e-5
2069858, -3.5158469749216267e-6
158547, 1.2736980127876793e-5
422480, -9.508486302175974e-6
425180, 3.5812543753580583e-6
415015, -3.173061062523223e-6
914782, 3.093312063950782e-5
228455, 3.017068916630568e-5
53609, -3.0361175774382906e-5
188906, 6.502932648731332e-5
27099, -1.8200456587429793e-5
229116, -2.360196646605187e-5
583068, -3.551272911312873e-6
2096549, 1.1205413792393667e-5
74976, 6.117543003759734e-6
434935, -5.042959880312361e-6
115792, -1.2821520380369602e-5
438693, -1.1459010818603959e-5
6634, -0.006763730653376657
3063793, 7.894680324314285e-6
137881, -1.8431274340622417e-5
607899, -3.0645743539167563e-6
3888584, 2.4177339561732e-6
635984, -1.2791246166714939e-5
2072423, 2.9478560652956894e-6
191690, -5.471731178261455e-6
573, -0.01702805589197548
439233, 1.0482312962171039e-6
4584, -3.7039457805368324e-5
434686, 5.7168670595041145e-6
228526, 6.508470531429147e-6
434673, 7.730723385401551e-6
959483, 5.050182153195894e-6
238968, -0.0003091082753240199
121889, 6.289975275196092e-6
26071, -5.287079545123454e-6
478056, -1.222085011336064e-5
633824, -5.3922792919401094e-5
69544, -1.3501159978411672e-5
11890, -0.004183177954614635
102843, 3.285719452283779e-5
227328, -3.041295167738205e-5
216723, -1.687557597495649e-5
961802, 1.546206663678169e-5
204778, -7.070924163726112e-5
2534843, -5.2179737504718165e-6
1759858, -5.280897399899176e-6
101041, 3.814158215841907e-5
968034, 3.5225048359926985e-6
551272, -1.2108726642685121e-5
828762, 1.1187322566046596e-5
832866, 3.516143973545877e-6
189883, -0.0001782265668083391
3057551, -4.384298074798698e-6
40492, -3.0434116342322645e-6
18004, -1.0096583830919795e-6
59868, -0.0006269970563643196
106481, 0.00023986506821733287
961736, -4.164289517798411e-6
633494, 2.1451558337237308e-6
243065, -3.331308469327203e-5
38532, -1.504220923448459e-6
242982, 2.9347395904669273e-5
2554332, 2.780640469150921e-6
880539, 2.633783815856137e-5
47063, -1.4143306716700195e-6
155099, 4.267410435645129e-6
54846, -0.0003288190250081791
3061226, 1.226833229905115e-5
105548, 9.823794950200255e-6
2097039, -4.388362943945778e-6
482826, 1.7310043983554658e-5
219248, -9.101246591964382e-6
587431, 3.132845668504036e-6
442143, -3.7964522033653036e-6
19882, 0.00041531938965652285
954689, -2.4115092923081454e-6
201068, 2.5046760935933596e-6
243178, 0.0003574873124686672
905168, -7.450318971523205e-6
878966, 9.749053674584543e-6
47239, 3.821548319544022e-5
56550, -6.604400411070352e-5
587477, 1.2284080839037807e-5
442288, 1.0702619187665066e-5
38988, -3.334614597617129e-5
8184, -0.006483150921920077
11806, -0.0005105974387009728
4601, -1.4888431398054473e-5
422560, -1.0006362785175787e-5
33245, -8.324823528444444e-7
9336, -0.0015054800202635376
109647, 3.594223017633083e-5
17208, 2.87456967865519e-6
611635, 3.6529852143755985e-6
25997, 9.487654022518046e-5
36259, 1.145511994177549e-5
873384, -1.2143851569677716e-5
154883, 3.7036073932249675e-5
34540, 0.00014034747584704114
17091, -9.718114167118392e-6
1767749, -4.6713740490561855e-6
20180, -9.683987207148814e-6
2546656, 7.405143765034053e-6
485416, 3.312833259364394e-6
6904, -0.0065504312951503284
34289, 0.00024031829090361586
152591, 3.613976906300343e-5
38379, 1.5589778080861024e-6
872794, 1.1302779274094287e-5
25281, -0.00010074012870018803
476593, -6.280741391966665e-6
229193, -1.2793466165650868e-5
150288, 1.3941832749472755e-5
54392, 0.00030237206922684347
2484135, 3.062000941110474e-6
228238, 1.7941966295565462e-6
48972, 0.0002727326157831218
28210, -4.131524393588951e-6
61165, -3.0869414274876406e-5
731133, -6.871296024944141e-6
910622, -1.4160424197944272e-6
16111, 2.5981055367276885e-5
195388, 3.316510249982112e-6
183642, -5.9627786766189074e-5
18927, 4.432732406993047e-5
59674, -0.00020893078265131026
194569, -5.4284568314316e-6
238618, -8.451637122626912e-7
972137, -2.145146192319694e-6
33872, -7.726819896803849e-5
34593, 1.2720829087700298e-5
600724, -1.2269194004470441e-5
98971, -3.1756790900967025e-6
404906, -1.3556198735954505e-5
607582, -4.896660694496258e-6
232255, 5.878841961804111e-6
191466, -0.0003698540954515208
61243, -0.00022524360059163057
955763, -2.6007162131148656e-5
442249, 7.866177343040239e-6
108821, 0.00011487173228770937
621994, 7.653897876910352e-5
960789, 2.120169008238753e-5
436442, -8.103415608660861e-6
19212, -3.874844463537795e-5
232600, -1.4826220379531965e-6
480193, 1.0427089350784686e-6
3496904, 2.4113145772730546e-6
79280, -1.0322648788343476e-5
3647964, 2.7813845993327606e-6
32973, 2.199673541373854e-6
611683, -1.6251237700613825e-5
410984, 1.2285728743856694e-5
610639, -6.087089691833609e-6
45633, -0.00011735441467566132
730524, -3.578553063735559e-6
32375, 0.0008315102468316626
104780, -4.799502537753173e-6
207433, -2.2235455558214984e-6
416573, -1.233635870179117e-5
35968, 4.367280592302041e-5
437116, 7.821316362889775e-6
26847, -0.00010247603501926056
109309, -0.00022408719558785132
218503, 2.936848482960149e-5
81413, -1.546942389470964e-5
218078, 9.874596718062881e-7
870306, -4.057442198223968e-6
870312, -1.3453722532958434e-5
912304, -1.082789723511613e-5
130666, -1.6734357783973024e-5
971208, -2.5077054857016923e-6
1947378, 7.872074626318129e-6
182963, -2.6787756349528512e-5
119454, 3.363852458283471e-5
3061086, 4.849378249549991e-6
1943543, 5.028477495198102e-6
47469, -0.0008722142702108429
6018, -8.711181635514987e-6
867692, -3.5216746050578144e-6
430060, 2.7513278838277387e-6
415986, 9.568990883375631e-6
318311, 2.947574026174909e-6
36322, -4.994965519422956e-6
142, 0.029425072965934336
152717, -7.139148705603811e-6
29489, -5.9978624622795965e-5
242818, -3.1230459379959607e-5
398695, -3.0189568925860622e-6
58193, -0.00018519496596401157
4806, 0.00011928167624899041
79528, 8.136968718523783e-5
58246, -1.2124838753791723e-5
199287, -5.352623958853625e-6
134736, -9.63291601326208e-6
960889, -5.859931707209742e-6
327603, -4.1419904075183765e-6
108931, -7.585650642034662e-5
12116, 0.008253401338692427
927621, -5.392646913832898e-6
60699, -8.230874716058161e-5
193751, -3.053290946405196e-6
1748869, -5.3421961498245796e-6
981237, 3.57094289982858e-6
12628, 0.002162365856538787
2488061, -5.757172411031241e-6
238235, -2.6788209727361893e-5
219354, 4.31306469624319e-5
156471, -7.111384413904663e-6
39601, -0.0010066037270038397
39091, -0.00013976674783902878
45698, -0.00014209298693540942
3888778, -4.676647272889946e-6
34013, 4.48884157306761e-6
879249, 2.7526990954807554e-5
8482, -0.00014203651906241423
158944, 4.434857712669163e-5
53453, -1.3995722776329356e-5
245368, -0.0003157855984632202
764351, -1.0956208145712585e-5
36607, -1.0859218191692728e-5
128969, 1.0405339336454402e-6
152615, 4.805338948108851e-6
193786, -2.467096615576644e-5
961191, -2.523493989237109e-5
231759, -3.2713888362451875e-5
137389, -4.484150946615966e-6
107188, 5.5646629887125405e-5
785123, -1.656428737889952e-5
3104321, -2.141108265665354e-6
129531, 0.00017603044915440365
36864, 4.2392236604847236e-5
3888848, -7.443959990033242e-6
159501, 5.5624474624445296e-6
20266, -0.00013761038734108461
325997, -5.177979034137379e-6
190972, -2.209361699262464e-5
15466, 3.177062435661923e-5
109063, -3.337619840492918e-6
480693, -6.120377611690303e-6
13682, 0.004233350869556841
931176, 1.2242560512976456e-5
217773, 3.063579546978319e-5
207225, 6.808227968393791e-6
479665, -5.303605047667428e-6
632280, -2.2268153788422973e-6
53077, -2.0971226317583353e-6
127093, 1.0583174269844346e-6
190643, -2.6628322119260298e-5
156010, -4.226973412056546e-6
101224, 7.44867836948364e-5
56487, -0.00012590119344765615
183377, 4.975915310020293e-6
876230, -4.655792984059867e-6
18447, 3.6946676238522226e-5
13523, 0.0003134277303937849
2546686, -6.772608175387381e-6
147367, -2.624468283593216e-5
759240, 2.4263409990843973e-5
18905, -7.59047358389962e-5
3890853, -1.1171376741008975e-5
202407, 2.5701467124581227e-5
2072251, -5.214210632801239e-6
425261, 3.5270195378774765e-7
144149, 2.247236470765294e-6
49923, -9.68108455264186e-7
436174, -1.609160345435245e-6
216947, 2.7018711568054074e-5
81609, 3.1582693913809907e-6
136652, -2.0051749230625784e-5
120229, -0.00032154980200004615
636468, 6.009341835090361e-6
636171, 1.597440564212608e-6
873742, 1.7877642678177086e-6
503, -0.02962333313497879
7424, 0.0018407199901001783
79382, 9.525027640196677e-6
595304, -1.2267324486988189e-5
583632, 7.4051136207861435e-6
116324, 4.140353514572069e-6
1747434, -1.2286731559015836e-5
191111, -2.7142343592584796e-5
158356, -0.0004030728794557214
129063, -4.2982922459793985e-6
75934, -5.596131502972454e-6
30426, -0.0013610938193138091
473573, 1.0322046224303841e-5
242262, 1.1048549975927339e-6
10351, 3.3709862188991646e-6
2572, 0.0013111216917575455
189810, 0.00020753475001183657
961192, 8.031809576890082e-5
3669438, -6.73002150716849e-6
241971, 3.6991808320088176e-6
33464, 3.597186845448936e-6
1932663, 5.2157006813001505e-6
631969, -1.285053484824746e-6
106224, 1.281524153474489e-5
632091, -3.097589744187824e-6
149055, 2.23978858915034e-6
4628, 0.0006648192519950656
972227, -1.0367338791134187e-5
428372, 1.360457420409813e-5
6624, 0.006274783531648328
973507, -1.0353663640087324e-5
151643, 3.3546066978107216e-6
107290, 8.395925495202644e-6
611422, -4.456580711197213e-6
972047, 1.86473539215855e-5
414961, 9.565084607339976e-6
158455, 0.00017589741997514085
137364, 1.0578732778240799e-5
914723, 5.943255092974073e-6
3645425, 7.888360847447583e-6
188960, -8.264591685752015e-6
300352, -4.534531706749293e-6
36437, 0.0004153193896565229
219801, 8.675749988655044e-5
199276, 3.6538293881495483e-6
238293, 6.549910797400405e-5
483014, 4.6557923413253695e-6
917117, 4.206970749196923e-5
149662, 5.691290373201e-6
622052, 2.3958804663145028e-6
620719, -2.322942604340856e-6
912262, 2.4340720894058008e-6
955662, 1.7877642678177086e-6
3642844, 2.7782619398714117e-6
153096, 4.3726104907651543e-5
15538, 1.1988378475490819e-5
776074, -3.066017741386188e-5
17283, 1.5612961184369644e-5
138022, -6.149680184719929e-6
191521, 6.278312575875948e-6
59906, 0.0002525870674544706
13458, 9.267735207767547e-5
118767, -9.298145865295796e-6
979616, -1.0022321625158768e-5
3894653, 6.84386741057175e-6
1740, -0.004412605122377618
857464, -9.42895039014047e-6
3522555, -5.026070494875571e-6
3847825, -3.5454682762012617e-6
45309, 4.8272906384516576e-5
148719, -3.2027140387452147e-6
2485013, 1.02995743395666e-6
931541, -1.247205701295676e-5
2554346, 1.2282910247664476e-5
29290, 2.3533985577439658e-5
1926, -0.0006567896827365625
156280, 6.058549523295535e-5
1662799, -4.38915389822515e-6
2097132, -2.7370992961226686e-6
960859, 2.5178724762077165e-5
955467, -9.659009374588262e-7
129089, -3.134899003978998e-5
134991, 4.4948559080027195e-6
8266, -0.00028397151755741993
3108844, 2.7363551659408288e-6
48362, 0.0003243556758364398
306592, 9.485415591447074e-6
190183, 3.95487190560645e-6
879952, 6.166789461158726e-5
13766, 0.0003567465179858078
193641, -5.026293197574771e-6
2534016, -4.535103924035376e-6
3046833, 5.2992227724030005e-6
632189, 4.436395482970033e-5
29144, -2.1042217306467725e-5
3107175, -3.018365523968984e-6
129204, 5.3757901285785554e-5
27283, 0.0003723500757648742
155516, 4.300631555069154e-5
78995, 1.0347952549851956e-6
518755, 1.7986544543117355e-5
638937, 1.587419929096142e-5
47985, 3.44628799012236e-5
32421, 0.0014762824266752953
158829, 3.777641502423671e-5
58469, -8.687661537860932e-6
166, -0.019178658452642102
131058, 0.00024022687275556128
150293, -2.4412397526547588e-5
731828, -9.430323249787919e-6
238875, -1.1867902684168296e-5
13867, 3.592462821525576e-5
48074, -5.903491894917413e-6
633443, -1.799348150121634e-5
917169, 3.7688595404211485e-5
228209, -8.23158401446701e-6
228647, 1.1111127734289564e-5
622403, -1.6005295670020802e-5
45178, -1.2060157002568896e-7
18779, -0.00013933379659689937
12618, 0.0010577259573266791
879310, -1.8588624778783703e-6
961993, -4.655792984059867e-6
3669996, 2.7370992961226686e-6
240182, -4.952519473305984e-6
15018, -0.007743363647025652
6723, -0.0012219303431281793
518311, -3.3274066666701076e-6
425907, -2.6224906617479622e-5
441886, -3.5278186711021784e-7
50447, 9.758748171743292e-5
227967, 5.381614357123815e-5
31528, -6.8399098342791e-6
240133, -7.88540966023253e-5
59822, -1.440301289089883e-5
786406, 1.587542677587926e-5
612163, -1.6412565480679634e-5
439881, -2.3151732833723998e-6
2447044, 2.41826545798186e-6
48243, -0.000138537316390072
153852, 3.571165513505892e-6
16706, 4.127982792998914e-6
78828, -2.834005771719622e-6
38334, -0.0010663615229975787
207195, -2.570146712458121e-5
981117, 7.740444882435845e-6
3046136, -9.521696158775753e-6
11974, -0.0004235260383253355
153301, 0.00035991706682345347
61411, -0.00034062029124890496
154827, -1.1143893340670398e-6
877164, -3.72948258186088e-6
1662789, -3.4774392610204965e-6
774464, 5.039979041297935e-6
612411, -1.127555862198537e-6
19460, 1.3566478922544662e-5
11103, 2.9282507924129045e-5
619373, 5.479344421352871e-6
4385, 1.846630584959823e-5
191054, 1.4194435387489176e-5
401256, 1.216811599248154e-5
517371, 5.017322116705064e-6
3844727, -5.224018095459672e-6
961877, -8.011699330762019e-5
953186, 3.6892874604070563e-6
2095852, -2.7775178096895727e-6
116246, 9.393286840005424e-6
59443, -1.0542157287993121e-5
109788, 2.7099893487385193e-5
4733, -0.0010959108630767267
155578, -5.106292068276455e-5
15824, -1.4891208821763507e-5
483930, -1.1435630246497668e-5
1769378, -4.047123267518829e-6
15863, 1.8310948179718088e-6
2072384, 4.292658459288121e-6
473773, -4.891259963620904e-6
552348, 3.5424370478732092e-6
952847, -1.078935658898461e-6
955751, -2.6015336820482808e-5
238053, -5.584229202829874e-5
48414, 9.638337085785648e-5
785489, -5.046829350476674e-6
957653, 1.0779304136051348e-5
3047210, -1.0428228253539612e-6
915209, 1.351896153278109e-6
961131, -1.574850161659026e-6
55203, 4.752633391311327e-5
521376, 1.3019016342577552e-5
909972, -1.3543161326218554e-5
202425, 9.791077959595293e-6
818588, 3.5446434823444416e-6
13968, -9.20911128704869e-6
216726, -1.0257545686868354e-6
189124, 2.458320334604983e-5
229152, 8.294585922861416e-5
121059, 1.118403787671388e-5
1744564, -9.313109813301685e-6
300392, 1.2109749685897315e-5
436471, -5.0039226624033e-6
876202, 8.01169933076202e-5
106338, 0.00015508841821224142
202493, 4.307002115049859e-5
207966, -4.301943741478373e-6
1698789, -1.0094776901202921e-5
416591, -2.9111305729103532e-5
2095764, -1.2106514227103714e-5
3102176, -7.424681515798989e-6
109011, 8.2610700114987e-5
159295, -1.8585924839286987e-5
873591, 5.185199562502264e-6
79343, -9.735705661866423e-6
498, 0.0463880830005247
208893, 4.4564151263538684e-5
37164, -1.3148016638183155e-5
49008, 0.00022774991961073624
15372, 0.0001728483192132376
29730, 1.4415261211422917e-6
3522, -0.008368846609621824
205420, 3.739018674105858e-6
931301, 1.0295574904851446e-5
208173, -3.387695137850512e-7
7664, 0.0001640046413069825
245704, -0.00014297916478484037
56526, -2.9089790734715135e-5
405421, -5.001281530165639e-6
973317, 1.6215391400321346e-5
631887, -4.61525305424413e-6
81473, -2.257439286091454e-5
3824208, 9.529512738679832e-6
465898, -1.25798493300232e-5
219942, 3.364986525210368e-5
758181, -1.1435630246497668e-5
1747584, 4.535103924035376e-6
207, -0.02907024829759484
20367, -0.00015369628687366118
26513, -0.0007783763192904468
45724, 0.00011513082862813169
9202, -0.0012119045011672396
239453, 5.490524941965736e-6
2546301, -6.744069185312745e-6
759251, -1.6856311593511795e-5
403827, -4.1947933345289515e-6
39464, 0.0006004143361359398
482936, 5.74705418055843e-5
55565, 1.1254748168216973e-6
873571, -2.1709269586957613e-6
486656, 1.6193792874640908e-5
486005, 8.883814915042752e-6
959313, 4.222071155835865e-6
61039, 3.440503382710534e-5
473425, 4.0336906898026506e-6
464258, 2.1509802518282532e-6
202453, 6.897265935151398e-5
29798, 0.00010136267901210393
931581, -6.782226200443473e-6
57492, 7.012691945299368e-5
438653, -7.242057959363998e-6
120977, 2.042231760915627e-5
57109, -0.000648638601989993
98989, 4.6434081594705776e-6
915162, -5.346903168471833e-5
99599, -1.963118284610106e-5
154889, 1.6859052544662512e-5
972030, 5.58065896467394e-6
189061, 4.2509189761526326e-5
103988, 3.8545160307184036e-5
67924, -1.363637385165428e-5
120829, -0.00023086526775531024
240168, -0.00011811260715759674
436763, 3.1730610625232234e-6
242868, 5.184944777369308e-5
982992, 5.3522490298594124e-5
241748, -1.7192848985393815e-5
4693, -0.0019406653636960644
955637, 3.573465514414935e-6
159507, 2.984814042473319e-5
3505588, -9.330019784998852e-6
227345, -2.197629790183904e-6
611012, -2.505296412089903e-6
875925, 1.0483551548143207e-6
39240, -1.8227271547027192e-6
11073, -8.711181635515053e-6
158086, -9.340010259795902e-6
624994, -3.6341472470397437e-6
55163, -5.7661898406895775e-6
37531, 0.0001434377766418254
50059, -5.159481090537457e-7
2533726, 4.858280144409728e-6
326, -0.0037564412540211853
903838, -5.26273247884516e-6
239296, 1.4285003433080297e-5
184089, 6.154073074662516e-6
3660608, 4.299923350383048e-6
75768, -5.9792553969435956e-5
25817, -6.775251470255644e-5
16620, 4.055232870572248e-6
1665500, -2.7813845993327606e-6
120265, -2.3104928479815548e-5
39191, -1.1486278360049439e-5
2490043, 5.215712491546534e-6
190574, -4.420508775041266e-6
152073, 9.933542404167876e-7
436164, 2.5827838773455926e-5
9476, -0.0010280560082196876
196141, -1.352992673116287e-5
38609, -1.802774201692276e-5
18803, 0.00014051266428125178
76594, -1.217182389503844e-5
1933298, -7.894680324314283e-6
46676, 8.583838918548503e-6
880436, 4.0147754464398855e-6
116276, 6.215724327442013e-6
3057043, 1.006471819530274e-6
761650, 1.2445944738785353e-5
243219, -2.9660882001895453e-5
137082, -6.933545987950801e-6
188436, -7.167152953678205e-6
27501, -0.0008901492948537765
27586, -0.0005473028139603836
327592, 1.324756113099594e-5
3669395, -1.0069776481772333e-6
127800, -2.903045077347306e-6
12435, 8.248973896095607e-5
51453, -4.689563466466536e-5
48394, 0.0003815761839611301
214713, 1.000274666478069e-5
75931, -5.211206593340767e-6
155418, -4.156335607246206e-5
237676, 1.3258766366854964e-6
75053, -4.0610649865317705e-7
3504638, 5.7571636585511125e-6
11926, 0.00021528398685189217
3843505, -5.280891979778813e-6
74813, -1.0688886316329854e-6
25513, 1.5419966714917205e-5
968360, 1.3609940787116636e-5
11203, -4.689374346221778e-5
35922, -1.7090864044559497e-5
229987, 2.5590949881586287e-6
416331, 2.5622279399313386e-6
144387, -2.3294073782093065e-6
734933, 1.2473227604330088e-5
227838, -0.00022412677169387861
1759914, 1.3489600256541449e-5
129514, 0.00036026486698620695
202378, -3.4357083234562366e-5
6898, -0.004651177979808753
202228, -6.126933687801885e-5
3496573, -6.745436317238741e-6
439415, -5.193145543001881e-6
109662, 2.861802733910643e-5
242680, -5.835949468403238e-5
485964, -1.1911842285510363e-5
415711, 6.9015382674339705e-6
819082, -3.47701908331801e-6
7846, -2.801979517077849e-6
62723, -2.144976555748831e-6
486884, 2.398605648679995e-6
188710, 6.19559640290424e-6
238465, -5.41056081730923e-8
764841, 9.717294120697865e-7
49532, 2.5382648116123246e-6
1666423, 5.214205008874391e-6
424596, 7.414619497642897e-5
871242, 5.340046060690408e-6
225837, -1.9297846966093454e-6
436191, 6.9027577891103e-6
2453393, 3.573807750108239e-6
59431, 4.79668115921787e-6
158784, 4.18271757416464e-5
206928, 1.3035600448077713e-5
76492, 2.0051749230625784e-5
3832478, 5.18488537413876e-6
622463, 1.1724885268901845e-5
47577, 0.0003410165176654895
11772, 0.00030590157129805327
227795, -8.218017774917733e-5
914349, 5.183996118987172e-6
3522402, -3.574293281968132e-6
144042, 1.5184413029088723e-5
207628, -7.027806896592489e-6
28004, 9.64670965103295e-7
3102031, 4.606609623978344e-6
909, 0.009833660441030241
482993, -3.764266176745034e-5
2632, -0.00010696917296095358
761349, 1.5461156781863733e-5
137072, 1.08801559917876e-5
9921, 0.0022564680118126136
960597, 1.749216866880422e-5
14721, 0.0001351230458987698
982467, -1.126396324782065e-5
2483581, 6.860297587570573e-6
37892, -6.063667906126265e-5
10317, -1.7542113866676547e-6
961837, 3.388989859834305e-7
2086784, 4.298552602018115e-6
150151, -2.3489808839491767e-6
32772, 2.081251968167802e-6
3504858, -1.01321283307608e-5
424521, 2.2250610815843687e-6
1963, -3.599675308813425e-5
227639, -4.084336442306386e-5
150472, 2.6009255002668254e-5
118459, 3.4372300728268983e-5
27643, 0.0008344163539554221
49162, -1.0216938918800186e-5
194261, 0.000360264866986207
521088, -3.956755403790735e-6
228433, -4.005980995263893e-5
33009, -1.2317650510163542e-5
47629, -4.361647813300704e-5
27046, 1.9519452821294784e-5
3891185, -7.887727855078403e-6
910427, -3.327853043156684e-6
76744, -2.605436952468264e-5
127573, 7.494761278015748e-5
441964, 2.3653644965069194e-5
227585, 4.865122980101964e-5
25155, -7.263065470845565e-5
196291, -5.9028301711198415e-5
238316, -2.6545863373481666e-5
105791, 1.8585924839286987e-5
2075383, 5.061999353232332e-6
118940, 1.3266147956312184e-6
520567, -5.3107350763654265e-6
136397, -1.0343582554245262e-6
972852, -1.3752144536709846e-6
917262, 1.2142975347761752e-6
27626, 0.0017282425921184472
217508, 1.416365351246512e-7
159555, -7.300258737803602e-5
243207, -1.9181917608042606e-6
12276, 0.0064831509219200785
622504, -7.732640507343683e-5
216913, -3.458480456381154e-5
56825, -9.852970960567758e-6
39736, 0.00021186705702063514
734538, -5.695191604902479e-6
105678, 7.4961599872700825e-6
79436, 1.2478452598086757e-5
239147, -2.8426873225618127e-6
3823528, 1.3236811895808672e-5
1758589, 6.860711215491567e-6
69051, 5.3304704879652155e-6
521976, -5.987357348321863e-5
517950, 1.233422014818443e-5
226002, 6.1736206957503745e-6
981082, 1.2693609753155792e-5
182437, 1.291037772070006e-5
483103, -3.7428880719959733e-6
972566, 9.55813219170493e-6
191166, -0.00023438154290915294
1933224, -1.3242063265143683e-5
103395, -1.2595146484310078e-5
51459, 3.752009388126113e-5
633340, 3.305095140995679e-6
39904, 0.00147474924749258
121824, 0.0003009060271817946
243237, 3.491437644843917e-5
57744, 1.061605498315938e-5
56788, -5.724844282237796e-5
1922858, -1.0299574339566595e-6
3833779, -4.141982388924922e-6
4077, -8.877022198858379e-6
121694, -0.0001759497017676237
56778, -6.82378916139809e-5
1032, -0.0011856101913295064
613388, -2.048193310926208e-6
75209, 4.384972990525406e-6
225912, 6.050991985624425e-5
192753, 1.1559230669920331e-5
2452751, 1.0389725590537966e-6
759234, 2.0826862413175297e-5
3145341, 6.7300215071684885e-6
763914, 3.852719983665971e-6
240269, 1.2655382257263725e-5
755624, 1.344704770621352e-5
226337, 5.303473638532441e-6
